id,category,subcategory,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,fun_fact,xp_reward,time_limit,tags,exam_relevance,source,source_file,content_id,session,module,answer_type,word_limit,time_limit_seconds,xp,active,olq,notes,status
DEF-0399,International Relations & Exercises,Exercises,Medium,MCQ,"Al Najah, a joint military exercise focused on counter-terrorism, is conducted between India and which Gulf country?",Qatar,Saudi Arabia,United Arab Emirates,Oman,D,Exercise Al Najah reflects deepening defence ties between India and Gulf nations in recent years.,India has significantly expanded military exercises and cooperation with Gulf countries as part of its broader West Asia outreach.,15,45,"{""International Relations & Exercises"",""Exercises""}",CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0400,International Relations & Exercises,Exercises,Medium,MCQ,"Desert Flag, a large multinational air exercise India's air force has participated in, is hosted by which country?",United Arab Emirates,Saudi Arabia,Qatar,Bahrain,A,Desert Flag brings together air forces from multiple countries for advanced combat training in a multinational setting.,IAF participation in such exercises helps pilots gain exposure to diverse tactics and aircraft types.,15,45,"{""International Relations & Exercises"",""Exercises""}",CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0401,International Relations & Exercises,Diplomacy,Medium,MCQ,India's defence export ambitions have included supplying which type of equipment to countries like the Philippines in recent years?,Aircraft carriers,BrahMos missile systems,Nuclear submarines,Main battle tanks,B,India's sale of BrahMos missiles to the Philippines marked a significant milestone in its growing defence export sector.,This deal reflects India's broader strategy of increasing defence exports as part of its 'Make in India' push.,15,45,"{""International Relations & Exercises"",""Diplomacy""}",CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0402,International Relations & Exercises,International Relations,Medium,MCQ,"India's defence relationship with Israel has grown significantly, particularly in which technology areas?",Aircraft carrier construction,Nuclear submarine technology,"Missile systems, UAVs, and radar/sensor technology",Space launch vehicles exclusively,C,Israel has become a key partner for India in areas like the Barak missile systems and various UAV programmes.,This partnership reflects a broader diversification of India's traditional defence supplier base.,15,45,"{""International Relations & Exercises"",""International Relations""}",CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0403,International Relations & Exercises,International Relations,Medium,MCQ,Russia has historically been India's largest source of which category of defence equipment?,Only training aircraft,Only small arms,Only naval mines,"A broad range including fighter jets, tanks, and submarines",D,Russia (and earlier the Soviet Union) has supplied a significant share of India's major weapons platforms since the Cold War era.,India has increasingly diversified its suppliers in recent decades while maintaining this long-standing relationship.,15,45,"{""International Relations & Exercises"",""International Relations""}",CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0404,International Relations & Exercises,Peacekeeping,Medium,MCQ,India deployed one of the first all-women peacekeeping units to which country under a UN mission?,Liberia,South Sudan,Democratic Republic of Congo,Mali,A,India's all-women Formed Police Unit deployed to Liberia was a landmark moment in UN peacekeeping history.,It demonstrated India's commitment to increasing women's participation in international peacekeeping efforts.,15,45,"{""International Relations & Exercises"",""Peacekeeping""}",CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0405,International Relations & Exercises,Exercises,Medium,MCQ,"Shakti, a joint military exercise focused on counter-terrorism in mountainous terrain, is conducted between India and which country?",Germany,France,Italy,Spain,B,Exercise Shakti focuses on joint special forces training in challenging terrain conditions.,"It reflects the deepening India-France defence relationship across multiple domains, including army-to-army cooperation.",15,45,"{""International Relations & Exercises"",""Exercises""}",CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0406,International Relations & Exercises,Organisations,Medium,MCQ,"IONS, a forum for naval cooperation among Indian Ocean littoral states, stands for?",Indian Ocean National Security forum,International Ocean Naval Society,Indian Ocean Naval Symposium,Integrated Ocean Naval Strategy group,C,IONS brings together navies from countries bordering the Indian Ocean to discuss maritime security cooperation.,India has played a leading role in establishing and hosting this forum since its inception.,15,45,"{""International Relations & Exercises"",""Organisations""}",CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0407,International Relations & Exercises,Diplomacy,Medium,MCQ,"SAGAR', a maritime doctrine articulated by India, stands for?",Strategic Agreement for Global Aquatic Resources,Strategic Alliance for Global Asian Relations,South Asian Governance and Regional cooperation,Security and Growth for All in the Region,D,SAGAR outlines India's vision for cooperative maritime security and development across the Indian Ocean Region.,It reflects India's broader ambition to be a net security provider in its maritime neighbourhood.,15,45,"{""International Relations & Exercises"",""Diplomacy""}",CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0408,General Awareness & Defence Organisations,Organisations,Easy,MCQ,"The National Cadet Corps (NCC), which many defence aspirants join, operates under which ministry?",Ministry of Defence,Ministry of Home Affairs,Ministry of Education,Ministry of Youth Affairs and Sports,A,NCC provides basic military training and instils discipline among school and college students across India.,NCC 'C' certificate holders often receive certain benefits during defence recruitment processes.,10,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0409,General Awareness & Defence Organisations,Organisations,Easy,MCQ,What does 'SSB' stand for in the context of officer selection for the Indian armed forces?,Special Services Bureau,Services Selection Board,Staff Selection Board,Standard Selection Bureau,B,"The SSB conducts the multi-day assessment process, including psychological tests and interviews, to select officer candidates.","There are multiple SSB centres located across India, each conducting selection boards for various entry schemes.",10,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0410,General Awareness & Defence Organisations,Organisations,Medium,MCQ,"OLQs, a term frequently used in SSB assessments, stands for?",Organisational Learning Quality,Operational Leadership Quotient,Officer Like Qualities,Objective Level Qualification,C,"OLQs are a set of traits like leadership, determination, and social adaptability that SSB assessors look for in candidates.",Understanding and genuinely developing these qualities is considered more valuable than merely trying to display them during assessment.,15,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0411,General Awareness & Defence Organisations,Organisations,Medium,MCQ,"NDA, the tri-service academy for officer cadets, is located near which city?",Hyderabad,Dehradun,Chennai,Pune (Khadakwasla),D,"NDA trains cadets from the Army, Navy, and Air Force together during their initial years of officer training.",Successful cadets later move to their respective service academies for further specialised training.,15,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0412,General Awareness & Defence Organisations,Organisations,Medium,MCQ,"CDS, the written exam that (along with NDA) is a common entry route into the armed forces for graduates, stands for?",Combined Defence Services (Examination),Chief of Defence Staff,Central Defence Selection,Combined Defence Selection,A,"The CDS exam, conducted by UPSC, is a pathway for graduates to join the IMA, INA, AFA, and OTA.",Shortlisted candidates from the written exam undergo the SSB interview process before final selection.,15,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0413,General Awareness & Defence Organisations,Organisations,Medium,MCQ,"AFCAT, an entry exam specifically for the Indian Air Force, stands for?",Air Force Cadet Aptitude Test,Air Force Common Admission Test,Aviation Fitness and Career Aptitude Test,Air Force Combined Assessment Test,B,AFCAT allows graduates and engineering students to apply for flying and ground duty branches of the IAF.,It is conducted twice a year and is followed by the SSB interview process for shortlisted candidates.,15,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0414,General Awareness & Defence Organisations,Organisations,Medium,MCQ,"The UPSC, which conducts exams like NDA and CDS, stands for?",Union Personnel Selection Council,United Public Selection Committee,Union Public Service Commission,University Public Service Corporation,C,UPSC is India's central agency responsible for conducting exams for various government and defence recruitment processes.,"It conducts NDA, CDS, and civil services exams among many others.",15,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0415,General Awareness & Defence Organisations,Organisations,Medium,MCQ,"Which body is responsible for conducting India's Republic Day parade, showcasing the armed forces each year?",State governments individually,The Election Commission of India,The Ministry of Culture alone,"The Ministry of Defence, in coordination with the armed forces",D,"The Republic Day parade showcases military hardware, marching contingents, and cultural tableaux from across India.",It is held annually on 26 January at Kartavya Path in New Delhi.,15,45,"{""General Awareness & Defence Organisations"",""Organisations""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
DEF-0416,General Awareness & Defence Organisations,General Knowledge,Easy,MCQ,"Republic Day, commemorating the adoption of India's Constitution, is celebrated on which date?",26 January,15 August,2 October,26 November,A,"India's Constitution came into effect on 26 January 1950, and the day is celebrated with major national ceremonies.",This date was chosen partly to commemorate the 1930 declaration of 'Purna Swaraj' (complete independence).,10,45,"{""General Awareness & Defence Organisations"",""General Knowledge""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform,,,,,,,,,,,,
