id,source_file,category,subcategory,question_type,difficulty,question,option_a,option_b,option_c,option_d,correct_answer,explanation
PI0135,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,What is your favourite outdoor/indoor game?,,,,,,
PI0136,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,What level have you played to?,,,,,,
PI0137,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,"What is the size of the ground, number of players, equipment and terminology of the game?",,,,,,
PI0138,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,Who/what are your favourite team/players?,,,,,,
PI0139,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,What is your best memory of the game?,,,,,,
PI0140,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,What good books have you read lately?,,,,,,
PI0141,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,What's the theme of this book?,,,,,,
PI0142,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,Let me know your hobby is your interest in how many games you participated,,,,,,
PI0143,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,"Now please tell me, how do you spend your spare time? What are your interests and hobbies, sports and games you have taken part in, both in your daily routine and on a working day and on a holiday?",,,,,,
PI0144,Forge_Master_Content.csv,Hobbies,Personal Interview,Personal Interview,Medium,What are your reading habits and TV watching habits?,,,,,,
PI0145,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,Why India is not doing well in football?,,,,,,
PI0146,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,What do you mean by Global warming?,,,,,,
PI0147,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,What is greenhouse effect?,,,,,,
PI0148,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,What is Bal Shree Award?,,,,,,
PI0149,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,What is Sarva Shiksha Abhiyaan?,,,,,,
PI0150,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,What do you think are the problems in school education system in India?,,,,,,
PI0151,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,What are the problems of textile industry in India?,,,,,,
PI0152,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,View about Indo-Pak relations.,,,,,,
PI0153,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,Reasons and views on fall of currency value in India.,,,,,,
PI0154,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,"About issues/happenings in Middle East, Afghanistan, West Asia, or any major country in the world",,,,,,
PI0155,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,If you were made the Prime Minister of India what will you do regarding Pakistan issue?,,,,,,
PI0156,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,Basic geography like neighboring countries of India such as the water bodies surrounding India or the southern-most point of India?,,,,,,
PI0157,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,"Recent national, international and sports news.",,,,,,
PI0158,Forge_Master_Content.csv,Current Affairs,Personal Interview,Personal Interview,Medium,If I ask you what are five major problems India is facing what will you tell me,,,,,,
PI0159,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,Tell me one practical use of Third Law of Newton in that is you would find being used in the Indian army,,,,,,
PI0160,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,What makes Indian soldier different,,,,,,
PI0161,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,Name any three guns you're a fan of,,,,,,
PI0162,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,What's the difference between a gun and a rifle,,,,,,
PI0163,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,Who makes ak-203,,,,,,
PI0164,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,Who makes m416,,,,,,
PI0165,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,What is Chris vctor,,,,,,
PI0166,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,What are the qualities of an army officer or what are the qualities that are required in a person to join the Armed Forces?,,,,,,
PI0167,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,What are the types of RADARS used by IAF?,,,,,,
PI0168,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,What is the minimum length of antenna required to catch FM signal?,,,,,,
PI0169,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,How many Tejas and Rafael we are going to have?,,,,,,
PI0170,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,Is the deal of Dassault Rafael beneficial to India and why?,,,,,,
PI0171,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,What are FGFA and MRCA? In what category Tejas will come?,,,,,,
PI0172,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,Tell 10 features of TEJAS.,,,,,,
PI0173,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,According to you what improvements are required in the Indian Air Force/Army/Navy at present?,,,,,,
PI0174,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,What are the differences between a cruise and ballistic missile? Name them and their differences?,,,,,,
PI0175,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,"What do you know about Air Force, Army, Navy (new knowledge other than commands, ranks etc.).",,,,,,
PI0176,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,The difference between a fighter and an attack plane.,,,,,,
PI0177,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,About AWACS/AWECS.,,,,,,
PI0178,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,Recent defense deals and up gradations.,,,,,,
PI0179,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,Tell me any one principle of physical physics that can be applied to the naval worship,,,,,,
PI0180,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,What is the difference between a frigate a destroyer and a Corvette,,,,,,
PI0181,Forge_Master_Content.csv,Defence Awareness,Personal Interview,Personal Interview,Medium,Name any three types of AO engines,,,,,,
PI0182,Forge_Master_Content.csv,Motivation for Armed Forces,Personal Interview,Personal Interview,Medium,Why do you want to join the Army,,,,,,
PI0183,Forge_Master_Content.csv,Motivation for Armed Forces,Personal Interview,Personal Interview,Medium,Which part of the army do you want to join,,,,,,
PI0184,Forge_Master_Content.csv,Motivation for Armed Forces,Personal Interview,Personal Interview,Medium,Why do you want to join the force?,,,,,,
PI0185,Forge_Master_Content.csv,Motivation for Armed Forces,Personal Interview,Personal Interview,Medium,How do you feel about the work environment in the armed force?,,,,,,
PI0186,Forge_Master_Content.csv,Motivation for Armed Forces,Personal Interview,Personal Interview,Medium,What will be your contribution to IAF after becoming an officer?,,,,,,
PI0187,Forge_Master_Content.csv,Motivation for Armed Forces,Personal Interview,Personal Interview,Medium,If you have done graduation in some discipline then why do you want to leave that field and enter into a field (defense) where most of your knowledge will not be used?,,,,,,
PI0188,Forge_Master_Content.csv,Motivation for Armed Forces,Personal Interview,Personal Interview,Medium,Your reason for joining the forces (practical reason).,,,,,,
PI0189,Forge_Master_Content.csv,Motivation for Armed Forces,Personal Interview,Personal Interview,Medium,"Considering the recent mishaps in Navy/Army/Air Force, if your parents don't allow you to join the same how will you convince them?",,,,,,
PI0190,Forge_Master_Content.csv,Motivation for Armed Forces,Personal Interview,Personal Interview,Medium,Who suggested you to apply for the Armed Forces India,,,,,,
PI0191,Forge_Master_Content.csv,Motivation for Armed Forces,Personal Interview,Personal Interview,Medium,Tell me Regiment of your father and from where you got motivation to join Indian army,,,,,,
PI0192,Forge_Master_Content.csv,Motivation for Armed Forces,Personal Interview,Personal Interview,Medium,Why Navy,,,,,,
PI0193,Forge_Master_Content.csv,Motivation for Armed Forces,Personal Interview,Personal Interview,Medium,Tell me three things you would get in Navy and not get in your normal life,,,,,,
PI0194,Forge_Master_Content.csv,Motivation for Armed Forces,Personal Interview,Personal Interview,Medium,Why do you not think of joining the Air Force as an AG,,,,,,
