id,category,subcategory,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,fun_fact,xp_reward,time_limit,tags,exam_relevance,source
DEF-0178,Indian Navy,Exercises,Medium,MCQ,"MILAN is a large multinational naval exercise hosted periodically by India, primarily based out of which location?",Kochi,Mumbai,Visakhapatnam,Port Blair,C,MILAN brings together navies from across the Indian Ocean Region and beyond for exercises and professional exchanges.,It has grown significantly in scale and participation since it first began in the 1990s.,15,45,"{""Indian Navy"",""Exercises""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0179,Indian Navy,Weapons,Medium,MCQ,"BrahMos, jointly developed by India and Russia, is primarily what type of weapon used by the Navy?",Naval mine,Ballistic missile,Torpedo,Supersonic cruise missile,D,"BrahMos can be launched from ships, submarines, aircraft, and land platforms, making it a highly versatile weapon system.","It is named after the Brahmaputra and Moskva rivers, reflecting the India-Russia collaboration.",15,45,"{""Indian Navy"",""Weapons""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0180,Indian Navy,Ranks,Medium,MCQ,Which Indian Navy rank is roughly equivalent to a Lieutenant Colonel in the Army?,Commander,Captain,Lieutenant Commander,Commodore,A,A Navy Commander holds seniority roughly parallel to an Army Lieutenant Colonel.,Commanders often serve as executive officers or commanding officers of smaller naval vessels.,15,45,"{""Indian Navy"",""Ranks""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0181,Indian Navy,Ships,Medium,MCQ,INS Sahyadri belongs to which class of Indian Navy frigates?,Kolkata class,Shivalik class,Kamorta class,Talwar class,B,INS Sahyadri is one of three ships in the Shivalik-class stealth frigate series.,These frigates were among the first in the Navy to feature significant indigenous design content.,15,45,"{""Indian Navy"",""Ships""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0182,Indian Navy,Ships,Medium,MCQ,The Kamorta-class ships of the Indian Navy are primarily designed for which role?,Ballistic missile submarines,Aircraft carriers,Anti-submarine warfare corvettes,Fleet tankers,C,"Kamorta-class corvettes are purpose-built for anti-submarine warfare, featuring advanced sonar and stealth features.",They are named after islands in the Andaman and Nicobar chain.,15,45,"{""Indian Navy"",""Ships""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0183,Indian Navy,Fleet Tankers,Medium,MCQ,INS Deepak and INS Shakti are examples of which type of naval support vessel?,Minesweepers,Aircraft carriers,Submarines,Fleet replenishment tankers,D,"Fleet tankers allow naval vessels to refuel and resupply at sea, extending the Navy's operational range and endurance.",This capability is essential for sustaining long-duration deployments far from home ports.,15,45,"{""Indian Navy"",""Fleet Tankers""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0184,Indian Navy,History,Medium,MCQ,"The Indian Navy's first submarine, INS Kalvari (the original, not the current class), was commissioned in which decade?",1960s,1980s,1990s,1950s,A,"The original INS Kalvari, a Foxtrot-class submarine from the Soviet Union, was commissioned in 1967.",The name Kalvari has since been reused for the Navy's newer French-collaboration Scorpene-class submarines.,15,45,"{""Indian Navy"",""History""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0185,Indian Navy,Structure,Medium,MCQ,"The Naval War College, focused on strategic and operational studies for senior officers, is located in which state?",Kerala,Goa,Tamil Nadu,Karnataka,B,The Naval War College at Goa trains officers in strategic thinking and higher naval operational planning.,It plays a role similar to the Army's and Air Force's respective war colleges.,15,45,"{""Indian Navy"",""Structure""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0186,Indian Navy,Academies,Medium,MCQ,"The Indian Naval Academy, which trains cadets for commissioning into the Navy, is located at which coastal site?",Visakhapatnam,Kochi city centre,"Ezhimala, Kerala",Goa,C,"INA Ezhimala is one of the largest naval academies in Asia, spread across a scenic coastal campus.","It trains cadets from various entry schemes, including those who first attend the NDA.",15,45,"{""Indian Navy"",""Academies""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0187,Indian Navy,Weapons,Medium,MCQ,"BrahMos, the supersonic cruise missile widely used by the Indian Navy, was jointly developed by India and which country?",United States,France,Israel,Russia,D,BrahMos Aerospace is a joint venture between India's DRDO and Russia's NPO Mashinostroyeniya.,"The missile's name combines the Brahmaputra and Moskva rivers, symbolising the India-Russia partnership.",15,45,"{""Indian Navy"",""Weapons""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0188,Indian Navy,Ranks,Medium,MCQ,What is the rank insignia commonly associated with a Sub-Lieutenant in the Indian Navy?,A single narrow gold stripe on the sleeve/shoulder,Three broad gold stripes,A star and crossed swords,Two broad gold stripes,A,"Naval rank insignia use gold stripes of varying width and number to denote seniority, with a Sub-Lieutenant typically wearing one stripe.",This system of stripes is common across many navies with historical ties to British naval traditions.,15,45,"{""Indian Navy"",""Ranks""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0189,Indian Navy,History,Medium,MCQ,Which 1971 naval action is commemorated each year as Indian Navy Day?,The sinking of INS Khukri,Operation Trident's strike on Karachi,The commissioning of INS Vikrant,The Battle of Longewala,B,4 December marks the successful missile boat attack on Karachi harbour during the 1971 war.,The mission demonstrated the growing effectiveness of missile-based naval warfare for the Indian Navy.,15,45,"{""Indian Navy"",""History""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0190,Indian Navy,Ships,Medium,MCQ,The Indian Navy's Rajput-class ships were originally built with assistance from which country?,France,United Kingdom,Soviet Union,United States,C,"Rajput-class destroyers were based on the Soviet Kashin class, forming a key part of the Navy's fleet for decades.",Many of these older ships have since been decommissioned as newer indigenous classes entered service.,15,45,"{""Indian Navy"",""Ships""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0191,Indian Navy,Structure,Medium,MCQ,The Fleet Support Ship and replenishment vessels of the Indian Navy fall under which broader fleet category?,Aircraft carriers,Combat vessels,Submarines,Auxiliary and support vessels,D,Auxiliary vessels like tankers and repair ships support the Navy's combat fleet without engaging directly in combat themselves.,"Their role, though less visible, is essential to sustaining naval operations over long distances.",15,45,"{""Indian Navy"",""Structure""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0192,Indian Navy,Weapons,Medium,MCQ,"The Barak missile system, used by Indian Navy ships for short-range air defence, was developed jointly with which country?",Israel,France,Russia,United Kingdom,A,Barak is a joint India-Israel development providing point defence against incoming missiles and aircraft.,It forms one layer of the multi-tiered air defence system used aboard major Indian warships.,15,45,"{""Indian Navy"",""Weapons""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0193,Indian Navy,International,Medium,MCQ,The Indian Navy regularly participates in the multilateral Malabar exercise alongside which other countries?,"China, Russia, and Pakistan","United States, Japan, and Australia",Only the United States,Only Japan,B,"The Malabar exercise, which began as a bilateral India-US exercise, has expanded to include Japan and Australia as regular participants.",It has grown into one of the most significant naval exercises in the Indo-Pacific region.,15,45,"{""Indian Navy"",""International""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0194,Indian Navy,History,Medium,MCQ,Which Indian Navy officer became the first Indian Chief of the Naval Staff after independence?,Admiral R.H. Tahiliani,Admiral S.M. Nanda,Vice Admiral R.D. Katari,Admiral Arun Prakash,C,"Vice Admiral R.D. Katari became the first Indian to head the Navy in 1958, succeeding a line of British officers.",His appointment marked a significant step in the full Indianisation of the armed forces' leadership.,15,45,"{""Indian Navy"",""History""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0195,Indian Navy,Structure,Medium,MCQ,The Sagar Prahari Bal is a force raised by the Indian Navy for what specific purpose?,Long-range strategic deterrence,Deep-sea submarine warfare,Aircraft carrier operations,Coastal security patrol in close coordination with the Coast Guard and marine police,D,Sagar Prahari Bal was raised after the 2008 Mumbai attacks to strengthen near-shore and coastal security.,It works alongside the Coast Guard and state marine police to secure India's extensive coastline.,15,45,"{""Indian Navy"",""Structure""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0196,Indian Navy,Ships,Medium,MCQ,"INS Vela, INS Khanderi, and INS Kalvari are all part of which class of Indian Navy submarines?",Kalvari class (Scorpene class),Kilo class,Sindhughosh class,Shishumar class,A,These are among the newer French-collaboration Scorpene-class (Kalvari-class) submarines inducted into the Navy in recent years.,Each submarine in this class is named after a historic vessel or marine predator from Indian naval history.,15,45,"{""Indian Navy"",""Ships""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0197,Indian Navy,History,Medium,MCQ,Which Indian Navy operation involved sinking Pakistani vessels near Karachi using missile boats supplied by the Soviet Union?,Operation Cactus,Operation Trident,Operation Meghdoot,Operation Sukoon,B,"The Osa-class missile boats used in Operation Trident were of Soviet origin, equipped with Styx anti-ship missiles.",This operation is widely studied for its innovative and highly effective use of missile boats against a larger conventional navy.,15,45,"{""Indian Navy"",""History""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0198,Indian Air Force,Ranks,Easy,MCQ,"What is the highest rank in the Indian Air Force, conferred only once in its history?",Air Marshal,Air Chief Marshal,Marshal of the Air Force,Air Vice Marshal,C,"This five-star rank was conferred on Arjan Singh, who led the IAF during the 1965 war.",He remains the only officer in Indian Air Force history to hold this rank.,10,45,"{""Indian Air Force"",""Ranks""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0199,Indian Air Force,Ranks,Easy,MCQ,Which rank heads the Indian Air Force as its professional chief?,Vice Chief of the Air Staff,Marshal of the Air Force,Air Marshal,Air Chief Marshal,D,"The Chief of the Air Staff, holding the rank of Air Chief Marshal, is the senior-most serving IAF officer.","The position oversees all air operations, training, and administration for the force.",10,45,"{""Indian Air Force"",""Ranks""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0200,Indian Air Force,Ranks,Medium,MCQ,Which IAF rank is roughly equivalent to a Colonel in the Army?,Group Captain,Wing Commander,Squadron Leader,Air Commodore,A,"A Group Captain often commands an air force station or base, similar in seniority to an Army Colonel.",Group Captains typically have extensive flying and command experience by this stage of their careers.,15,45,"{""Indian Air Force"",""Ranks""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0201,Indian Air Force,Ranks,Medium,MCQ,Which IAF rank is roughly equivalent to a Lieutenant Colonel in the Army?,Group Captain,Wing Commander,Squadron Leader,Air Commodore,B,"Wing Commanders often command a squadron of aircraft, paralleling a Lieutenant Colonel's role commanding a battalion.",This is often considered a pivotal command appointment in an officer's career.,15,45,"{""Indian Air Force"",""Ranks""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
DEF-0202,Indian Air Force,Ranks,Medium,MCQ,Which IAF rank is the most junior commissioned officer rank?,Squadron Leader,Flight Lieutenant,Flying Officer,Pilot Officer (largely phased out as a distinct rank in modern IAF structure),C,Flying Officer is the entry rank for newly commissioned IAF officers after training.,Officers progress from here to Flight Lieutenant and beyond as they gain experience.,15,45,"{""Indian Air Force"",""Ranks""}",NDA/CDS/AFCAT/SSB,AI-generated for Forge platform
